index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
693,maps,middle east,1930,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
694,maps,middle east,1930,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
695,maps,middle east,1930,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
696,maps,middle east,1945,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
697,maps,middle east,1945,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
698,maps,middle east,1945,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
699,maps,middle east,1945,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1945,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the middle east in 1945'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1945)? Just reply with 'yes' or 'no'.
700,maps,middle east,1920,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
701,maps,middle east,1920,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
702,maps,middle east,1920,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
703,maps,middle east,1920,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1920,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the middle east in 1920'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1920)? Just reply with 'yes' or 'no'.
704,maps,middle east,20 BCE,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 20 BCE,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 20 BCE'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of  BCE)? Just reply with 'yes' or 'no'.
705,maps,middle east,20 BCE,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 20 BCE,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 20 BCE'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of  BCE)? Just reply with 'yes' or 'no'.
