index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
684,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
685,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
686,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
687,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
688,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America on 04/18/1907,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the New York World Building in United States of America on 04/18/1907'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
689,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America before 01/01/1955,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the New York World Building in United States of America before 01/01/1955'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
690,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America on 10/1/1964,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the New York World Building in United States of America on 10/1/1964'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
691,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America after 01/01/1955,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the New York World Building in United States of America after 01/01/1955'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
692,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Give me a photorealistic image of the New York World Building in United States of America on 04/18/1907,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the New York World Building in United States of America on 04/18/1907'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
693,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Give me a photorealistic image of the New York World Building in United States of America before 01/01/1955,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the New York World Building in United States of America before 01/01/1955'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
694,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Give me a photorealistic image of the New York World Building in United States of America on 10/1/1964,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the New York World Building in United States of America on 10/1/1964'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
695,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Give me a photorealistic image of the New York World Building in United States of America after 01/01/1955,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the New York World Building in United States of America after 01/01/1955'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
696,New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Generate a photorealistic image of the New York World Building in United States of America on 04/18/1907,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'New York World Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the New York World Building in United States of America on 04/18/1907'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
