index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
1016,Seasonality,Date,Generate,01/21/1707,,a landscape,Generate a photorealistic image of a landscape in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 01/21/1707 '? Is the correct temporal knowledge applied (i.e. 01/21/1707)? Just reply with 'yes' or 'no'.
1017,Seasonality,Date,Generate,01/14/1753,,a landscape,Generate a photorealistic image of a landscape in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 01/14/1753 '? Is the correct temporal knowledge applied (i.e. 01/14/1753)? Just reply with 'yes' or 'no'.
1018,Seasonality,Date,Generate,02/08/1707,,a landscape,Generate a photorealistic image of a landscape in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 02/08/1707 '? Is the correct temporal knowledge applied (i.e. 02/08/1707)? Just reply with 'yes' or 'no'.
1019,Seasonality,Date,Generate,02/21/1797,,a landscape,Generate a photorealistic image of a landscape in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 02/21/1797 '? Is the correct temporal knowledge applied (i.e. 02/21/1797)? Just reply with 'yes' or 'no'.
1020,Seasonality,Date,Generate,03/01/1742,,a landscape,Generate a photorealistic image of a landscape in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 03/01/1742 '? Is the correct temporal knowledge applied (i.e. 03/01/1742)? Just reply with 'yes' or 'no'.
1021,Seasonality,Date,Generate,03/05/1796,,a landscape,Generate a photorealistic image of a landscape in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 03/05/1796 '? Is the correct temporal knowledge applied (i.e. 03/05/1796)? Just reply with 'yes' or 'no'.
1022,Seasonality,Date,Generate,04/16/1712,,a landscape,Generate a photorealistic image of a landscape in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 04/16/1712 '? Is the correct temporal knowledge applied (i.e. 04/16/1712)? Just reply with 'yes' or 'no'.
1023,Seasonality,Date,Generate,04/03/1785,,a landscape,Generate a photorealistic image of a landscape in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 04/03/1785 '? Is the correct temporal knowledge applied (i.e. 04/03/1785)? Just reply with 'yes' or 'no'.
1024,Seasonality,Date,Generate,05/29/1713,,a landscape,Generate a photorealistic image of a landscape in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 05/29/1713 '? Is the correct temporal knowledge applied (i.e. 05/29/1713)? Just reply with 'yes' or 'no'.
1025,Seasonality,Date,Generate,05/10/1757,,a landscape,Generate a photorealistic image of a landscape in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 05/10/1757 '? Is the correct temporal knowledge applied (i.e. 05/10/1757)? Just reply with 'yes' or 'no'.
1026,Seasonality,Date,Generate,06/02/1711,,a landscape,Generate a photorealistic image of a landscape in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 06/02/1711 '? Is the correct temporal knowledge applied (i.e. 06/02/1711)? Just reply with 'yes' or 'no'.
1027,Seasonality,Date,Generate,06/10/1753,,a landscape,Generate a photorealistic image of a landscape in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 06/10/1753 '? Is the correct temporal knowledge applied (i.e. 06/10/1753)? Just reply with 'yes' or 'no'.
1028,Seasonality,Date,Generate,07/17/1746,,a landscape,Generate a photorealistic image of a landscape in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 07/17/1746 '? Is the correct temporal knowledge applied (i.e. 07/17/1746)? Just reply with 'yes' or 'no'.
1029,Seasonality,Date,Generate,07/15/1785,,a landscape,Generate a photorealistic image of a landscape in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 07/15/1785 '? Is the correct temporal knowledge applied (i.e. 07/15/1785)? Just reply with 'yes' or 'no'.
1030,Seasonality,Date,Generate,08/25/1720,,a landscape,Generate a photorealistic image of a landscape in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe on 08/25/1720 '? Is the correct temporal knowledge applied (i.e. 08/25/1720)? Just reply with 'yes' or 'no'.
